"COUNTRY_CODE","RECORD_SOURCE","ID","AUDIT_MODIFIEDBY","AUDIT_MODIFIEDDATE","DEPRECATO","INFO_IDESTERNO","INFO_IDISTANZAATTIVITAMASSIVA","INFO_DATA","AUDIT_CREATEDBY","AUDIT_CREATEDDATE","INFO_ORIGINEINFORMAZIONE","CORRENTE","DATAFINEVALIDITA","DATAFINEVALIDITAPREVISTA","DATAINIZIOVALIDITA","NOTA","ORIGINEELEMENTO","VERSION","ELEMENTOORGANIZZATIVOASSEGNANTE_ID","ELEMENTOORGANIZZATIVOBUSINESSUNITPROPOSTA_ID","ELEMENTOORGANIZZATIVOPERSONAPROPOSTA_ID","ELEMENTOORGANIZZATIVOREFERENTE_ID","INFOENTITA_ID","RUOLOREFERENTEENTITA_ID","CODICEASSEGNAZIONE","CODICEGRUPPOASSEGNAZIONE","LOAD_DATETIME"
IT,LAWEB,"34,924,103",346,2025-11-25 18:26:27.720,,,,,346,2025-11-25 18:26:27.720,,true,,,2025-11-25 18:26:27.719,,,0,,,,"3,176","1,787,484","1,084",,,2025-11-25 18:26:27.720
IT,LAWEB,"34,924,102",346,2025-11-25 18:26:27.714,,,,,346,2025-11-25 18:26:27.714,,true,,,2025-11-25 18:26:27.714,,,0,,,,"3,176","498,544","1,046",,,2025-11-25 18:26:27.714
IT,LAWEB,"34,924,101",346,2025-11-25 18:26:18.664,,,,,346,2025-11-25 18:26:18.664,,true,,,2025-11-25 18:26:18.663,,,0,,,,"3,176","2,147,373","1,084",,,2025-11-25 18:26:18.664
IT,LAWEB,"34,924,100",346,2025-11-25 18:26:18.630,,,,,346,2025-11-25 18:26:18.630,,true,,,2025-11-25 18:26:18.630,,,0,,,,"3,176","467,876","1,046",,,2025-11-25 18:26:18.630
IT,LAWEB,"34,924,099",346,2025-11-25 18:26:18.600,,,,,346,2025-11-25 18:26:18.600,,true,,,2025-11-25 18:26:18.600,,,0,,,,"3,176","241,907","1,046",,,2025-11-25 18:26:18.600
IT,LAWEB,"34,924,098",346,2025-11-25 18:26:09.627,,,,,346,2025-11-25 18:26:09.627,,true,,,2025-11-25 18:26:09.627,,,0,,,,"3,176","1,740,060","1,084",,,2025-11-25 18:26:09.627
IT,LAWEB,"34,924,097",346,2025-11-25 18:26:09.604,,,,,346,2025-11-25 18:26:09.604,,true,,,2025-11-25 18:26:09.603,,,0,,,,"3,176","226,845","1,046",,,2025-11-25 18:26:09.604
IT,LAWEB,"34,924,096",346,2025-11-25 18:26:00.773,,,,,346,2025-11-25 18:26:00.773,,true,,,2025-11-25 18:26:00.773,,,0,,,,"3,176","1,787,014","1,084",,,2025-11-25 18:26:00.773
IT,LAWEB,"34,924,095",346,2025-11-25 18:26:00.745,,,,,346,2025-11-25 18:26:00.745,,true,,,2025-11-25 18:26:00.745,,,0,,,,"3,176","846,059","1,046",,,2025-11-25 18:26:00.745
IT,LAWEB,"34,924,094",346,2025-11-25 18:25:51.910,,,,,346,2025-11-25 18:25:51.910,,true,,,2025-11-25 18:25:51.910,,,0,,,,"3,176","3,759,509","1,084",,,2025-11-25 18:25:51.910
IT,LAWEB,"34,924,093",346,2025-11-25 18:25:51.894,,,,,346,2025-11-25 18:25:51.894,,true,,,2025-11-25 18:25:51.894,,,0,,,,"3,176","2,341,637","1,046",,,2025-11-25 18:25:51.894
IT,LAWEB,"34,924,092",346,2025-11-25 18:25:51.878,,,,,346,2025-11-25 18:25:51.878,,true,,,2025-11-25 18:25:51.878,,,0,,,,"3,176","2,340,616","1,046",,,2025-11-25 18:25:51.878
IT,LAWEB,"34,924,091",346,2025-11-25 18:25:42.900,,,,,346,2025-11-25 18:25:42.900,,true,,,2025-11-25 18:25:42.900,,,0,,,,"3,176","1,794,579","1,084",,,2025-11-25 18:25:42.900
IT,LAWEB,"34,924,090",346,2025-11-25 18:25:42.866,,,,,346,2025-11-25 18:25:42.866,,true,,,2025-11-25 18:25:42.866,,,0,,,,"3,176","430,539","1,046",,,2025-11-25 18:25:42.866
IT,LAWEB,"34,924,089",346,2025-11-25 18:25:33.818,,,,,346,2025-11-25 18:25:33.818,,true,,,2025-11-25 18:25:33.818,,,0,,,,"3,176","1,768,225","1,084",,,2025-11-25 18:25:33.818
IT,LAWEB,"34,924,088",346,2025-11-25 18:25:33.792,,,,,346,2025-11-25 18:25:33.792,,true,,,2025-11-25 18:25:33.792,,,0,,,,"3,176","363,523","1,046",,,2025-11-25 18:25:33.792
IT,LAWEB,"34,924,087",346,2025-11-25 18:25:24.786,,,,,346,2025-11-25 18:25:24.786,,true,,,2025-11-25 18:25:24.785,,,0,,,,"3,176","1,747,834","1,084",,,2025-11-25 18:25:24.786
IT,LAWEB,"34,924,086",346,2025-11-25 18:25:24.761,,,,,346,2025-11-25 18:25:24.761,,true,,,2025-11-25 18:25:24.761,,,0,,,,"3,176","313,699","1,046",,,2025-11-25 18:25:24.761
IT,LAWEB,"34,924,085",346,2025-11-25 18:25:15.850,,,,,346,2025-11-25 18:25:15.850,,true,,,2025-11-25 18:25:15.850,,,0,,,,"3,176","1,812,356","1,084",,,2025-11-25 18:25:15.850
IT,LAWEB,"34,924,084",346,2025-11-25 18:25:15.817,,,,,346,2025-11-25 18:25:15.817,,true,,,2025-11-25 18:25:15.816,,,0,,,,"3,176","115,023","1,046",,,2025-11-25 18:25:15.817
IT,LAWEB,"34,924,083",346,2025-11-25 18:25:06.364,,,,,346,2025-11-25 18:25:06.364,,true,,,2025-11-25 18:25:06.364,,,0,,,,"3,176","1,843,529","1,084",,,2025-11-25 18:25:06.364
IT,LAWEB,"34,924,082",346,2025-11-25 18:25:06.331,,,,,346,2025-11-25 18:25:06.331,,true,,,2025-11-25 18:25:06.331,,,0,,,,"3,176","917,846","1,046",,,2025-11-25 18:25:06.331
IT,LAWEB,"34,924,081",346,2025-11-25 18:24:57.460,,,,,346,2025-11-25 18:24:57.460,,true,,,2025-11-25 18:24:57.460,,,0,,,,"3,176","1,747,886","1,084",,,2025-11-25 18:24:57.460
IT,LAWEB,"34,924,080",346,2025-11-25 18:24:57.431,,,,,346,2025-11-25 18:24:57.431,,true,,,2025-11-25 18:24:57.430,,,0,,,,"3,176","899,310","1,046",,,2025-11-25 18:24:57.431
IT,LAWEB,"34,924,079",346,2025-11-25 18:24:48.142,,,,,346,2025-11-25 18:24:48.142,,true,,,2025-11-25 18:24:48.142,,,0,,,,"3,176","1,855,615","1,084",,,2025-11-25 18:24:48.142
IT,LAWEB,"34,924,078",346,2025-11-25 18:24:48.107,,,,,346,2025-11-25 18:24:48.107,,true,,,2025-11-25 18:24:48.106,,,0,,,,"3,176","766,866","1,046",,,2025-11-25 18:24:48.107
IT,LAWEB,"34,924,077",346,2025-11-25 18:24:38.740,,,,,346,2025-11-25 18:24:38.740,,true,,,2025-11-25 18:24:38.739,,,0,,,,"3,176","1,876,382","1,084",,,2025-11-25 18:24:38.740
IT,LAWEB,"34,924,076",346,2025-11-25 18:24:38.702,,,,,346,2025-11-25 18:24:38.702,,true,,,2025-11-25 18:24:38.702,,,0,,,,"3,176","211,240","1,046",,,2025-11-25 18:24:38.702
IT,LAWEB,"34,924,075",346,2025-11-25 18:24:29.345,,,,,346,2025-11-25 18:24:29.345,,true,,,2025-11-25 18:24:29.345,,,0,,,,"3,176","1,778,199","1,084",,,2025-11-25 18:24:29.345
IT,LAWEB,"34,924,074",346,2025-11-25 18:24:29.320,,,,,346,2025-11-25 18:24:29.320,,true,,,2025-11-25 18:24:29.320,,,0,,,,"3,176","289,680","1,046",,,2025-11-25 18:24:29.320
IT,LAWEB,"34,924,073",346,2025-11-25 18:24:19.762,,,,,346,2025-11-25 18:24:19.762,,true,,,2025-11-25 18:24:19.762,,,0,,,,"3,176","3,948,009","1,084",,,2025-11-25 18:24:19.762
IT,LAWEB,"34,924,072",346,2025-11-25 18:24:19.739,,,,,346,2025-11-25 18:24:19.739,,true,,,2025-11-25 18:24:19.739,,,0,,,,"3,176","1,665,414","1,046",,,2025-11-25 18:24:19.739
IT,LAWEB,"34,924,071",346,2025-11-25 18:24:10.548,,,,,346,2025-11-25 18:24:10.548,,true,,,2025-11-25 18:24:10.548,,,0,,,,"3,176","4,055,741","1,084",,,2025-11-25 18:24:10.548
IT,LAWEB,"34,924,070",346,2025-11-25 18:24:10.529,,,,,346,2025-11-25 18:24:10.529,,true,,,2025-11-25 18:24:10.528,,,0,,,,"3,176","4,037,154","1,046",,,2025-11-25 18:24:10.529
IT,LAWEB,"34,924,069",346,2025-11-25 18:24:01.295,,,,,346,2025-11-25 18:24:01.295,,true,,,2025-11-25 18:24:01.295,,,0,,,,"3,176","1,777,732","1,084",,,2025-11-25 18:24:01.295
IT,LAWEB,"34,924,068",346,2025-11-25 18:24:01.277,,,,,346,2025-11-25 18:24:01.277,,true,,,2025-11-25 18:24:01.277,,,0,,,,"3,176","361,675","1,046",,,2025-11-25 18:24:01.277
IT,LAWEB,"34,924,067",346,2025-11-25 18:23:52.116,,,,,346,2025-11-25 18:23:52.116,,true,,,2025-11-25 18:23:52.115,,,0,,,,"3,176","1,747,521","1,084",,,2025-11-25 18:23:52.116
IT,LAWEB,"34,924,066",346,2025-11-25 18:23:52.087,,,,,346,2025-11-25 18:23:52.087,,true,,,2025-11-25 18:23:52.087,,,0,,,,"3,176","894,593","1,046",,,2025-11-25 18:23:52.087
IT,LAWEB,"34,924,065",346,2025-11-25 18:23:42.762,,,,,346,2025-11-25 18:23:42.762,,true,,,2025-11-25 18:23:42.761,,,0,,,,"3,176","1,825,683","1,084",,,2025-11-25 18:23:42.762
IT,LAWEB,"34,924,064",346,2025-11-25 18:23:42.737,,,,,346,2025-11-25 18:23:42.737,,true,,,2025-11-25 18:23:42.736,,,0,,,,"3,176","769,647","1,046",,,2025-11-25 18:23:42.737
IT,LAWEB,"34,924,063",346,2025-11-25 18:23:33.462,,,,,346,2025-11-25 18:23:33.462,,true,,,2025-11-25 18:23:33.462,,,0,,,,"3,176","2,097,414","1,084",,,2025-11-25 18:23:33.462
IT,LAWEB,"34,924,062",346,2025-11-25 18:23:33.441,,,,,346,2025-11-25 18:23:33.441,,true,,,2025-11-25 18:23:33.441,,,0,,,,"3,176","2,070,697","1,046",,,2025-11-25 18:23:33.441
IT,LAWEB,"34,924,061",346,2025-11-25 18:23:24.065,,,,,346,2025-11-25 18:23:24.065,,true,,,2025-11-25 18:23:24.065,,,0,,,,"3,176","1,848,378","1,084",,,2025-11-25 18:23:24.065
IT,LAWEB,"34,924,060",346,2025-11-25 18:23:24.048,,,,,346,2025-11-25 18:23:24.048,,true,,,2025-11-25 18:23:24.047,,,0,,,,"3,176","230,749","1,046",,,2025-11-25 18:23:24.048
IT,LAWEB,"34,924,059",346,2025-11-25 18:23:14.667,,,,,346,2025-11-25 18:23:14.667,,true,,,2025-11-25 18:23:14.667,,,0,,,,"3,176","1,759,090","1,084",,,2025-11-25 18:23:14.667
IT,LAWEB,"34,924,058",346,2025-11-25 18:23:14.641,,,,,346,2025-11-25 18:23:14.641,,true,,,2025-11-25 18:23:14.640,,,0,,,,"3,176","866,125","1,046",,,2025-11-25 18:23:14.641
IT,LAWEB,"34,924,057",346,2025-11-25 18:23:05.524,,,,,346,2025-11-25 18:23:05.524,,true,,,2025-11-25 18:23:05.524,,,0,,,,"3,176","4,097,894","1,084",,,2025-11-25 18:23:05.524
IT,LAWEB,"34,924,056",346,2025-11-25 18:23:05.501,,,,,346,2025-11-25 18:23:05.501,,true,,,2025-11-25 18:23:05.501,,,0,,,,"3,176","4,034,182","1,046",,,2025-11-25 18:23:05.501
IT,LAWEB,"34,924,055",451,2025-11-25 18:22:58.805,,,,,451,2025-11-25 18:22:58.805,,true,,,2025-11-25 18:22:58.789,,,0,,,,"3,342","4,573,169","1,013",,,2025-11-25 18:22:58.805
IT,LAWEB,"34,924,054",346,2025-11-25 18:22:56.746,,,,,346,2025-11-25 18:22:56.746,,true,,,2025-11-25 18:22:56.746,,,0,,,,"3,176","1,807,486","1,084",,,2025-11-25 18:22:56.746
IT,LAWEB,"34,924,053",346,2025-11-25 18:22:56.719,,,,,346,2025-11-25 18:22:56.719,,true,,,2025-11-25 18:22:56.718,,,0,,,,"3,176","288,670","1,046",,,2025-11-25 18:22:56.719
IT,LAWEB,"34,924,052",346,2025-11-25 18:22:47.871,,,,,346,2025-11-25 18:22:47.871,,true,,,2025-11-25 18:22:47.871,,,0,,,,"3,176","2,131,872","1,084",,,2025-11-25 18:22:47.871
IT,LAWEB,"34,924,051",346,2025-11-25 18:22:47.843,,,,,346,2025-11-25 18:22:47.843,,true,,,2025-11-25 18:22:47.843,,,0,,,,"3,176","176,897","1,046",,,2025-11-25 18:22:47.843
IT,LAWEB,"34,924,050",346,2025-11-25 18:22:38.753,,,,,346,2025-11-25 18:22:38.753,,true,,,2025-11-25 18:22:38.753,,,0,,,,"3,176","2,098,550","1,084",,,2025-11-25 18:22:38.753
IT,LAWEB,"34,924,049",346,2025-11-25 18:22:38.734,,,,,346,2025-11-25 18:22:38.734,,true,,,2025-11-25 18:22:38.734,,,0,,,,"3,176","2,071,526","1,046",,,2025-11-25 18:22:38.734
IT,LAWEB,"34,924,048",346,2025-11-25 18:22:29.599,,,,,346,2025-11-25 18:22:29.599,,true,,,2025-11-25 18:22:29.599,,,0,,,,"3,176","1,740,418","1,084",,,2025-11-25 18:22:29.599
IT,LAWEB,"34,924,047",346,2025-11-25 18:22:29.578,,,,,346,2025-11-25 18:22:29.578,,true,,,2025-11-25 18:22:29.578,,,0,,,,"3,176","276,941","1,046",,,2025-11-25 18:22:29.578
IT,LAWEB,"34,924,046",346,2025-11-25 18:22:20.524,,,,,346,2025-11-25 18:22:20.524,,true,,,2025-11-25 18:22:20.524,,,0,,,,"3,176","1,848,411","1,084",,,2025-11-25 18:22:20.524
IT,LAWEB,"34,924,045",346,2025-11-25 18:22:20.500,,,,,346,2025-11-25 18:22:20.500,,true,,,2025-11-25 18:22:20.500,,,0,,,,"3,176","296,250","1,046",,,2025-11-25 18:22:20.500
IT,LAWEB,"34,924,044",346,2025-11-25 18:22:11.516,,,,,346,2025-11-25 18:22:11.516,,true,,,2025-11-25 18:22:11.516,,,0,,,,"3,176","1,760,126","1,084",,,2025-11-25 18:22:11.516
IT,LAWEB,"34,924,043",346,2025-11-25 18:22:11.490,,,,,346,2025-11-25 18:22:11.490,,true,,,2025-11-25 18:22:11.490,,,0,,,,"3,176","498,588","1,046",,,2025-11-25 18:22:11.490
IT,LAWEB,"34,924,042",346,2025-11-25 18:22:02.411,,,,,346,2025-11-25 18:22:02.411,,true,,,2025-11-25 18:22:02.411,,,0,,,,"3,176","1,843,527","1,084",,,2025-11-25 18:22:02.411
IT,LAWEB,"34,924,041",346,2025-11-25 18:22:02.391,,,,,346,2025-11-25 18:22:02.391,,true,,,2025-11-25 18:22:02.391,,,0,,,,"3,176","211,978","1,046",,,2025-11-25 18:22:02.391
IT,LAWEB,"34,924,040",346,2025-11-25 18:21:53.156,,,,,346,2025-11-25 18:21:53.156,,true,,,2025-11-25 18:21:53.156,,,0,,,,"3,176","1,847,158","1,084",,,2025-11-25 18:21:53.156
IT,LAWEB,"34,924,039",346,2025-11-25 18:21:53.129,,,,,346,2025-11-25 18:21:53.129,,true,,,2025-11-25 18:21:53.129,,,0,,,,"3,176","865,588","1,046",,,2025-11-25 18:21:53.129
IT,LAWEB,"34,924,038",346,2025-11-25 18:21:43.858,,,,,346,2025-11-25 18:21:43.858,,true,,,2025-11-25 18:21:43.858,,,0,,,,"3,176","1,887,483","1,084",,,2025-11-25 18:21:43.858
IT,LAWEB,"34,924,037",346,2025-11-25 18:21:43.835,,,,,346,2025-11-25 18:21:43.835,,true,,,2025-11-25 18:21:43.834,,,0,,,,"3,176","501,537","1,046",,,2025-11-25 18:21:43.835
IT,LAWEB,"34,924,036",346,2025-11-25 18:21:34.531,,,,,346,2025-11-25 18:21:34.531,,true,,,2025-11-25 18:21:34.531,,,0,,,,"3,176","1,742,885","1,084",,,2025-11-25 18:21:34.531
IT,LAWEB,"34,924,035",346,2025-11-25 18:21:34.506,,,,,346,2025-11-25 18:21:34.506,,true,,,2025-11-25 18:21:34.506,,,0,,,,"3,176","505,940","1,046",,,2025-11-25 18:21:34.506
IT,LAWEB,"34,924,034",346,2025-11-25 18:21:25.152,,,,,346,2025-11-25 18:21:25.152,,true,,,2025-11-25 18:21:25.152,,,0,,,,"3,176","1,847,769","1,084",,,2025-11-25 18:21:25.152
IT,LAWEB,"34,924,033",346,2025-11-25 18:21:25.128,,,,,346,2025-11-25 18:21:25.128,,true,,,2025-11-25 18:21:25.128,,,0,,,,"3,176","278,890","1,046",,,2025-11-25 18:21:25.128
IT,LAWEB,"34,924,032",346,2025-11-25 18:21:15.894,,,,,346,2025-11-25 18:21:15.894,,true,,,2025-11-25 18:21:15.894,,,0,,,,"3,176","1,791,476","1,084",,,2025-11-25 18:21:15.894
IT,LAWEB,"34,924,031",346,2025-11-25 18:21:15.865,,,,,346,2025-11-25 18:21:15.865,,true,,,2025-11-25 18:21:15.865,,,0,,,,"3,176","220,586","1,046",,,2025-11-25 18:21:15.865
IT,LAWEB,"34,924,030",346,2025-11-25 18:21:06.544,,,,,346,2025-11-25 18:21:06.544,,true,,,2025-11-25 18:21:06.544,,,0,,,,"3,176","1,892,549","1,084",,,2025-11-25 18:21:06.544
IT,LAWEB,"34,924,029",346,2025-11-25 18:21:06.517,,,,,346,2025-11-25 18:21:06.517,,true,,,2025-11-25 18:21:06.517,,,0,,,,"3,176","557,245","1,046",,,2025-11-25 18:21:06.517
IT,LAWEB,"34,924,028",346,2025-11-25 18:20:57.295,,,,,346,2025-11-25 18:20:57.295,,true,,,2025-11-25 18:20:57.295,,,0,,,,"3,176","2,098,149","1,084",,,2025-11-25 18:20:57.295
IT,LAWEB,"34,924,027",346,2025-11-25 18:20:57.273,,,,,346,2025-11-25 18:20:57.273,,true,,,2025-11-25 18:20:57.273,,,0,,,,"3,176","2,070,488","1,046",,,2025-11-25 18:20:57.273
IT,LAWEB,"34,924,026",346,2025-11-25 18:20:48.083,,,,,346,2025-11-25 18:20:48.083,,true,,,2025-11-25 18:20:48.083,,,0,,,,"3,176","1,752,030","1,084",,,2025-11-25 18:20:48.083
IT,LAWEB,"34,924,025",346,2025-11-25 18:20:48.064,,,,,346,2025-11-25 18:20:48.064,,true,,,2025-11-25 18:20:48.064,,,0,,,,"3,176","295,573","1,046",,,2025-11-25 18:20:48.064
IT,LAWEB,"34,924,024",346,2025-11-25 18:20:38.829,,,,,346,2025-11-25 18:20:38.829,,true,,,2025-11-25 18:20:38.828,,,0,,,,"3,176","1,790,975","1,084",,,2025-11-25 18:20:38.829
IT,LAWEB,"34,924,023",346,2025-11-25 18:20:38.808,,,,,346,2025-11-25 18:20:38.808,,true,,,2025-11-25 18:20:38.807,,,0,,,,"3,176","294,061","1,046",,,2025-11-25 18:20:38.808
IT,LAWEB,"34,924,022",346,2025-11-25 18:20:29.689,,,,,346,2025-11-25 18:20:29.689,,true,,,2025-11-25 18:20:29.689,,,0,,,,"3,176","1,847,839","1,084",,,2025-11-25 18:20:29.689
IT,LAWEB,"34,924,021",346,2025-11-25 18:20:29.670,,,,,346,2025-11-25 18:20:29.670,,true,,,2025-11-25 18:20:29.669,,,0,,,,"3,176","457,640","1,046",,,2025-11-25 18:20:29.670
IT,LAWEB,"34,924,020",346,2025-11-25 18:20:20.580,,,,,346,2025-11-25 18:20:20.580,,true,,,2025-11-25 18:20:20.580,,,0,,,,"3,176","1,810,299","1,084",,,2025-11-25 18:20:20.580
IT,LAWEB,"34,924,019",346,2025-11-25 18:20:20.549,,,,,346,2025-11-25 18:20:20.549,,true,,,2025-11-25 18:20:20.549,,,0,,,,"3,176","707,287","1,046",,,2025-11-25 18:20:20.549
IT,LAWEB,"34,924,018",346,2025-11-25 18:20:11.353,,,,,346,2025-11-25 18:20:11.353,,true,,,2025-11-25 18:20:11.353,,,0,,,,"3,176","1,847,285","1,084",,,2025-11-25 18:20:11.353
IT,LAWEB,"34,924,017",346,2025-11-25 18:20:11.324,,,,,346,2025-11-25 18:20:11.324,,true,,,2025-11-25 18:20:11.324,,,0,,,,"3,176","200,550","1,046",,,2025-11-25 18:20:11.324
IT,LAWEB,"34,924,016",346,2025-11-25 18:20:02.573,,,,,346,2025-11-25 18:20:02.573,,true,,,2025-11-25 18:20:02.572,,,0,,,,"3,176","1,740,259","1,084",,,2025-11-25 18:20:02.573
IT,LAWEB,"34,924,015",346,2025-11-25 18:20:02.554,,,,,346,2025-11-25 18:20:02.554,,true,,,2025-11-25 18:20:02.554,,,0,,,,"3,176","341,619","1,046",,,2025-11-25 18:20:02.554
IT,LAWEB,"34,924,014",346,2025-11-25 18:19:53.534,,,,,346,2025-11-25 18:19:53.534,,true,,,2025-11-25 18:19:53.533,,,0,,,,"3,176","1,765,551","1,084",,,2025-11-25 18:19:53.534
IT,LAWEB,"34,924,013",346,2025-11-25 18:19:53.497,,,,,346,2025-11-25 18:19:53.497,,true,,,2025-11-25 18:19:53.497,,,0,,,,"3,176","81,486","1,046",,,2025-11-25 18:19:53.497
IT,LAWEB,"34,924,012",346,2025-11-25 18:19:44.435,,,,,346,2025-11-25 18:19:44.435,,true,,,2025-11-25 18:19:44.435,,,0,,,,"3,176","1,797,791","1,084",,,2025-11-25 18:19:44.435
IT,LAWEB,"34,924,011",346,2025-11-25 18:19:44.413,,,,,346,2025-11-25 18:19:44.413,,true,,,2025-11-25 18:19:44.412,,,0,,,,"3,176","633,830","1,046",,,2025-11-25 18:19:44.413
IT,LAWEB,"34,924,010",346,2025-11-25 18:19:35.480,,,,,346,2025-11-25 18:19:35.480,,true,,,2025-11-25 18:19:35.479,,,0,,,,"3,176","1,783,082","1,084",,,2025-11-25 18:19:35.480
IT,LAWEB,"34,924,009",346,2025-11-25 18:19:35.433,,,,,346,2025-11-25 18:19:35.433,,true,,,2025-11-25 18:19:35.433,,,0,,,,"3,176","265,461","1,046",,,2025-11-25 18:19:35.433
