id,audit_modifiedBy,audit_modifiedDate,deprecato,info_idEsterno,info_idIstanzaAttivitaMassiva,info_data,audit_createdBy,audit_createdDate,info_origineInformazione,beneficiarioEstensioneBenefici,classeBenePegno,classeGaranzia,codiceIdentificativoGaranziaConsortile,codiceOriginario,concessioneEstensioneBenefici,consolidabile,consolidata,controgaranzia,coperturaGaranzia,corrispondeAllaDataCerta,dataAcquisizione,dataAtto,dataConsolidamento,dataEscussione,dataEstinzione,dataIscrizione,dataRinnovo,dataRinuncia,dataScadenza,garanziaRealeSuccessiva,numeroAtto,percentualeControgaranzia,percentualeGaranzia,periodoConsolidamento,prestataInViaSolidale,registroGenerale,registroParticolare,statoGaranzia,titolaritaBeniIpotecati,valoreAlDefault,valoreEscusso,valoreMassimoGarantito,valoreNominale,valorePrestito,valoreRivalutato,version,infoEntita_id,naturaAtto_id,posizione_id,sottotipoGaranzia_id,tipoGaranzia_id,elementoOrganizzativoConservatoria_id,contestata,escussa,prevedeSegnalazioneBI,rinnovata,valoreNominalePoziori,valoreResiduoPoziori,controgaranziaPropria,dataDeliberaControgarante,dataLiberazione,importoAccantonato,importoNonAccantonato,liberata,nomeCompletoConsorzioGaranzia,nonRinnovabile,valoreResiduo,causaleNonRinnovabilita_id,tipoEstinzioneGaranzia_id,codiceIdentificativoCaveau,codiceRiferimentoSottosistema1,codiceRiferimentoSottosistema2,codiceRiferimentoSottosistema3,codiceRiferimentoSottosistema4,codiceRiferimentoSottosistema5,dataContestazione,fondiario,materialita,numeroGaranzia,numeroPreAtto,raccolta,repertorio,solvibilita,elementoOrganizzativoFilialeOrigine_id,statoGaranziaEsteso_id,attoMutuo_id,ipotecaFrazionata,percAssetNonFinanziato,valoreAssetAGaranzia,descrizioneLineaGarantita,codiceIdentificativoControgaranzia,contattoCreditoreOriginario_id,valoreGarantito
163,-1,06:57.3,,464929_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3263,,,2,,,912,1,1,,,,"20,000","10,620.57",,1,,,"516,986",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,-1,06:57.3,,465217_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,23200,,,1,,,5566,1,1,,,,"15,000","11,108.93",,1,,,"660,282",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,-1,06:57.3,,465385_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,13944,,,1,,,2905,1,1,,,,"34,000","24,823.43",,1,,,"517,068",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,-1,06:57.3,,466170_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,8553,1,1,,,,"24,000","11,944.62",,1,,,"660,305",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,-1,06:57.3,,466196_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3160,,,2,,,626,1,1,,,,"28,000","14,599.63",,1,,,"502,444",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,-1,06:57.3,,466332_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,26602,,,1,,,4660,1,1,,,,"35,000","24,669.01",,1,,,"660,929",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,-1,06:57.3,,479461_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,9386,,,1,,,1531,1,1,,,,"20,000","12,684.68",,1,,,"567,909",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,-1,06:57.3,,479568_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,2132,,,1,,,164,1,1,,,,"32,000","26,395.18",,1,,,"568,330",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,-1,06:57.3,,480018_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,23257,,,1,,,1970,1,1,,,,"20,000","10,407.62",,1,,,"567,537",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,-1,06:57.3,,483031_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,13963,,,1,,,1519,1,1,,,,"13,000","9,560.02",,1,,,"568,054",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,-1,06:57.3,,488638_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3924,,,1,,,449,1,1,,,,"15,000","9,563.61",,1,,,"723,857",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,-1,06:57.3,,489315_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,15485,,,1,,,1267,1,1,,,,"18,000","9,242.66",,1,,,"507,414",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,-1,06:57.3,,490633_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,31055,,,1,,,5986,1,1,,,,"25,000","18,070.23",,1,,,"507,558",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,-1,06:57.3,,491457_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,7645,,,1,,,1951,1,1,,,,"25,000","14,647.85",,1,,,"660,481",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,-1,06:57.3,,493965_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,2,,,,1,1,,,,"13,099.09","20,000",,1,,,"441,787",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,-1,06:57.3,,495429_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,61222,,,1,,,13770,1,1,,,,"24,000","13,814.70",,1,,,"37,406",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,-1,06:57.3,,499457_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"30,000","15,000",,1,,,"447,225",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,-1,06:57.3,,511646_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,36161,,,1,,,7826,1,1,,,,"22,000","16,969.64",,1,,,"572,441",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,-1,06:57.3,,511653_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,38428,,,1,,,7082,1,1,,,,"20,000","12,926.09",,1,,,"572,084",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,-1,06:57.3,,512214_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"28,000","15,147.58",,1,"1,481,651",,"571,292",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,-1,06:57.3,,512369_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"28,000","15,147.58",,1,"1,481,652",,"571,293",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,-1,06:57.3,,513776_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,15292,,,1,,,2116,1,1,,,,"20,000","15,108.13",,1,,,"572,634",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,-1,06:57.3,,516820_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,24503,,,1,,,4897,1,1,,,,"13,000","9,818.96",,1,,,"570,548",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,-1,06:57.3,,683962_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,63560,,,1,,,8403,1,1,,,,"40,000","33,171.06",,1,,,"613,140",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,-1,06:57.3,,684063_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"25,000","14,602.98",,1,"1,481,653",,"612,751",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,-1,06:57.3,,684168_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,8621,,,1,,,1221,1,1,,,,"15,000","10,749",,1,,,"613,295",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,-1,06:57.3,,684451_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,10685,,,1,,,1902,1,1,,,,"20,000","15,587.11",,1,,,"90,500",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,-1,06:57.3,,689209_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,6229,,,1,,,375,1,1,,,,"26,000","18,667.88",,1,,,"508,299",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,-1,06:57.3,,689236_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,32216,,,1,,,2713,1,1,,,,"18,000","12,582.31",,1,,,"507,826",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,-1,06:57.3,,689373_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,1665,,,2,,,340,1,1,,,,"20,000","14,831.14",,1,,,"662,521",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,-1,06:57.3,,689384_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,7318,,,1,,,498,1,1,,,,"20,000","10,748.39",,1,,,"661,968",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,-1,06:57.3,,689694_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,16206,,,1,,,1523,1,1,,,,"45,000","33,986.80",,1,,,"661,645",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,-1,06:57.3,,691597_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,32510,,,1,,,3043,1,1,,,,"23,000","16,834.41",,1,,,"661,567",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,-1,06:57.3,,691704_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,8469,,,1,,,890,1,2,,,,"25,000","16,050",,1,,,"447,848",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,-1,06:57.3,,695912_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,16788,,,1,,,1576,1,1,,,,"32,000","26,806.67",,1,,,"447,956",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,-1,06:57.3,,696544_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,55677,,,1,,,8001,1,1,,,,"28,000","21,991.93",,1,,,"447,722",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,-1,06:57.3,,699917_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4811,,,1,,,303,1,1,,,,"15,000","9,633.06",,1,,,"662,124",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,-1,06:57.3,,704673_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,12210,,,1,,,1028,1,2,,,,"18,000","10,831.94",,1,,,"510,217",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,-1,06:57.3,,707035_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,3872,,,1,,,391,1,1,,,,"17,000","11,907.43",,1,,,"576,392",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,-1,06:57.3,,707205_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,64,,,1,,,5,1,1,,,,"20,000","10,478.87",,1,,,"576,857",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,-1,06:57.3,,728407_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,66214,,,1,,,8815,1,2,,,,"30,000","17,503.06",,1,,,"518,192",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,-1,06:57.3,,748075_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,7641,,,1,,,1015,1,1,,,,"37,000","32,474.50",,1,,,"451,083",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,-1,06:57.3,,750418_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"25,000","16,050",,1,,,"451,162",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,-1,06:57.3,,762835_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"220,000","110,000",,1,,,"450,412",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,-1,06:57.3,,763172_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,215,,,1,,,1597,1,1,,,,"15,000","10,589.73",,1,,,"452,005",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,-1,06:57.3,,780184_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,10313,,,1,,,1445,1,1,,,,"20,000","14,239.05",,1,,,"452,420",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,-1,06:57.3,,788747_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,1089,,,1,,,113,1,1,,,,"15,000","9,834.03",,1,,,"68,115",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,-1,06:57.3,,809218_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5964,,,1,,,799,1,1,,,,"16,000","11,054.87",,1,,,"187,692",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,-1,06:57.3,,903939_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,15016,,,1,,,1911,1,1,,,,"15,000","10,760.94",,1,,,"189,122",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,-1,06:57.3,,1290112_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,5423,1,1,,,,"90,000","6,959,055",,1,,,"893,384",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,-1,06:57.3,,1375884_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,576,1,1,,,,"32,000","21,607.33",,1,,,"1,051,190",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,-1,06:57.3,,1376132_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,1632,1,1,,,,"100,000","63,960.63",,1,,,"1,050,708",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,-1,06:57.3,,1376303_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,5881,1,1,,,,"37,480.32","50,000",,1,,,"1,051,152",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,-1,06:57.3,,1376435_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"35,000","27,540.31",,1,,,"1,051,070",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,-1,06:57.3,,1377166_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,774,1,1,,,,"53,000","36,418.01",,1,,,"1,051,249",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1,06:57.3,,1384692_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4977,1,1,,,,"33,000","15,557.03",,1,"1,481,654",,"1,039,625",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"1,638",04:38.8,,1391827_1,,,-1,06:57.3,1,,,2,,,0,0,0,,0,,,00:00.0,,,,00:00.0,,,00:00.0,,,,,0,,4791,873,1,1,,,,"190,000","110,881.43",,4,,,"1,055,267",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,-1,06:57.3,,1391833_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,45724,,,1,,,10578,1,1,,,,"45,000","30,011.41",,1,"1,481,655",,"1,054,190",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,-1,06:57.3,,1391896_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,17244,,,1,,,1420,1,1,,,,"80,000","55,077.27",,1,,,"1,060,132",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,-1,06:57.3,,1391973_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,1106,1,1,,,,"51,000","43,295",,1,,,"1,052,797",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,-1,06:57.3,,1392009_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,6825,1,1,,,,"36,051.60","31,000",,1,,,"1,058,833",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,-1,06:57.3,,1392021_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,10575,1,1,,,,"350,000","294,759.40",,1,,,"1,054,835",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,-1,06:57.3,,1392023_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4571,,,1,,,415,1,1,,,,"40,000","37,870.19",,1,,,"1,055,496",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,-1,06:57.3,,1392043_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"108,000","80,825",,1,,,"1,053,648",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,-1,06:57.3,,1392088_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,150032,,,1,,,34067,1,2,,,,"60,000","3,718,864",,1,,,"1,053,814",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,-1,06:57.3,,1392111_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"47,000","39,702.85",,1,,,"1,055,245",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"1,638",34:10.9,,1392126_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,,,00:00.0,,,00:00.0,,,00:00.0,,,,,1,,,455,1,1,,,,"130,000","98,930.82",,2,,,"1,055,120",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,-1,06:57.3,,1392256_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,11091,,,1,,,2109,1,2,,,,"57,500","44,739.76",,1,,,"1,054,923",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,-1,06:57.3,,1392259_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,1896,1,1,,,,"44,000","37,381.33",,1,,,"1,053,092",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,-1,06:57.3,,1392300_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,,,,1,,,8398,1,1,,,,"30,987.41","16,321.25",,1,,,"1,052,378",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,-1,06:57.3,,1392343_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,385,1,1,,,,"48,000","30,660.49",,1,,,"1,055,379",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,-1,06:57.3,,1392349_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,2606,1,1,,,,"80,000","40,595",,1,,,"1,056,421",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,-1,06:57.3,,1392358_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,7545,1,1,,,,"123,000","90,722.61",,1,,,"1,053,747",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,-1,06:57.3,,1392381_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,258,1,1,,,,"50,000","29,671.45",,1,,,"1,056,803",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"1,362",02:42.7,,1392423_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,7656,,,1,,,727,1,2,,,,"220,369.66","110,184.83",,4,,,"1,059,514",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,-1,06:57.3,,1392471_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,483,1,1,,,,"113,258.24","83,534.57",,1,,,"1,054,070",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,-1,06:57.3,,1392482_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,3238,1,1,,,,"45,000","32,723.02",,1,,,"1,058,589",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,-1,06:57.3,,1392482_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,3290,1,1,,,,"82,000","60,000",,1,,,"1,058,589",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,-1,06:57.3,,1392486_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,11124,1,1,,,,"49,942","37,949.01",,1,,,"1,054,581",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,-1,06:57.3,,1392553_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,41240,,,1,,,6095,1,1,,,,"130,000","86,738.04",,1,,,"1,059,525",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"1,638",36:32.9,,1392569_1,,,-1,06:57.3,1,,,2,,,0,0,0,,0,,,,,,,00:00.0,,,00:00.0,,,,,0,,27638,2468,1,1,,,,"90,000","70,000",,3,,,"1,055,533",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,-1,06:57.3,,1392614_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,756,,,1,,,0,1,2,,,,"70,000","70,000",,1,,,"1,059,529",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,-1,06:57.3,,1392653_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,6388,1,1,,,,"130,000","121,886",,1,,,"1,053,396",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
